-0.003060, -0.002250, -0.009956, -0.002932
0.247149, -0.001834, -0.000747, -0.000237
0.248993, -0.003114, -0.000918, 0.000567
0.248743, -0.000760, -0.000677, -0.000461
0.243367, 0.002612, 0.000030, 0.000032
0.248435, 0.001708, 0.000003, 0.000458
0.246902, 0.000265, -0.000320, 0.000778
0.247223, -0.001997, -0.000332, -0.000342
0.248898, -0.000782, -0.000701, 0.000859
0.248618, 0.000388, -0.000895, 0.000398
0.248712, -0.000850, 0.000087, -0.000046
0.248209, 0.002207, -0.001031, -0.000605
0.246535, -0.001353, -0.001880, -0.000793
0.247548, -0.000548, -0.001835, 0.001238
0.011577, 0.000040, -0.007529, -0.002051
0.249341, 0.002071, -0.000036, -0.000113
0.248559, 0.001375, 0.000261, 0.000145
0.246596, -0.000653, -0.000180, -0.001157
0.248405, 0.000511, 0.000132, 0.000192
0.248909, -0.000070, -0.001400, -0.000188
0.249167, -0.001078, -0.000273, 0.000646
0.248411, 0.002096, 0.000008, 0.001811
0.248817, -0.000977, -0.001112, 0.000848
0.249155, 0.000880, -0.000872, 0.000033
0.248209, 0.002474, -0.000120, -0.000135
0.245283, 0.000559, -0.000424, 0.000259
0.248841, -0.001341, 0.000130, -0.000363
0.246865, 0.002450, -0.002532, -0.000977
0.249111, 0.000362, -0.000210, -0.000149
0.248331, 0.000926, -0.000448, -0.000300
0.248850, -0.002174, -0.000500, -0.000223
0.249472, 0.000925, -0.000831, -0.000104
0.247975, 0.000889, -0.000241, -0.000021
0.248912, -0.002855, -0.000749, -0.000912
0.244067, -0.003166, -0.000841, 0.000787
0.247048, -0.001687, -0.003017, 0.000479
0.249136, -0.000097, 0.000352, -0.000815
0.246974, -0.001467, -0.001078, 0.000635
0.246756, 0.000772, -0.000573, 0.001017
0.248727, 0.000627, -0.000842, -0.000032
0.005750, -0.002714, 0.006040, -0.002120
0.248918, -0.002310, -0.001139, 0.000123
0.247587, 0.001319, -0.000672, 0.000534
0.241658, 0.002028, -0.002877, 0.000902
0.246945, -0.002238, 0.000686, -0.000322
0.248881, -0.002435, -0.000437, 0.000024
0.247800, 0.003190, 0.000616, 0.000771
0.248095, 0.000958, 0.000270, 0.000079
0.248119, -0.000210, -0.001127, 0.000266
0.249169, 0.000452, -0.001194, -0.000129
0.248095, 0.002862, -0.000183, 0.000672
0.246207, 0.000854, -0.000478, -0.001530
0.249288, -0.000076, -0.000800, -0.000360
0.245340, 0.004553, -0.000660, -0.000020
0.235489, 0.001157, 0.000701, -0.000805
0.249446, 0.001222, -0.000246, 0.000680
0.247160, -0.001707, -0.000615, -0.001192
0.246012, 0.002506, -0.001130, -0.002267
0.248681, -0.001236, -0.001368, 0.000955
0.242470, -0.001646, 0.000292, 0.000652
0.248749, -0.001438, -0.000803, -0.000793
0.243821, 0.001201, -0.002076, 0.000779
0.248987, 0.000390, -0.000755, 0.000762
0.011099, -0.002281, -0.002911, 0.001242
0.245641, 0.002336, 0.000011, 0.000979
0.247129, -0.000582, -0.000647, 0.001019
0.249071, 0.000187, -0.000366, 0.000011
0.247550, -0.000705, 0.000022, -0.000283
0.248737, -0.000203, -0.000230, 0.000338
0.248918, -0.001126, -0.001037, -0.000689
0.248901, -0.002406, -0.000300, 0.000231
0.248739, -0.001572, -0.001500, -0.000196
0.247862, -0.000860, -0.001444, -0.000408
0.248952, 0.000319, -0.000035, -0.000119
0.248030, -0.000038, -0.000893, -0.000565
0.247386, -0.000853, -0.000579, -0.000376
0.247138, 0.002074, -0.001151, 0.000862
-0.007152, -0.001371, -0.002301, -0.000600
0.248206, -0.001733, -0.000624, -0.000226
0.247185, -0.000068, 0.000098, -0.000517
0.243764, -0.000900, -0.001621, 0.002625
0.240336, 0.001396, -0.003273, 0.001043
0.248008, 0.001887, -0.001024, -0.001088
0.010161, -0.000580, -0.000484, 0.000588
0.248848, 0.000172, -0.000394, -0.000280
0.248045, 0.001280, 0.000102, 0.000280
0.247742, 0.002560, 0.000552, -0.000542
0.248853, -0.001688, -0.000660, -0.000506
0.248333, -0.001647, -0.000466, -0.000590
0.244762, -0.001210, 0.000578, 0.000619
0.247784, 0.002643, 0.000334, -0.000077
0.246607, 0.001729, -0.000080, -0.000015
0.246560, -0.001610, -0.002180, -0.001151
0.248625, -0.001752, -0.000053, -0.000541
0.241878, 0.000280, -0.001107, 0.001639
0.241185, -0.004459, -0.002875, -0.002228
0.248501, -0.000284, -0.001013, -0.000491
0.247898, 0.002734, -0.000165, -0.000057
0.247175, 0.000323, -0.001489, 0.000531
0.008770, 0.004292, 0.001241, 0.000970
0.248135, 0.001047, -0.001015, -0.000263
0.240662, -0.002705, -0.000864, -0.000852
0.246837, 0.000166, -0.000855, 0.001224
0.238674, 0.003432, -0.001623, -0.000015
