0.247764, 0.001108, -0.001371, 0.000326
0.247782, 0.001230, -0.000850, -0.000260
0.247867, 0.000448, -0.000172, -0.000412
0.248010, 0.001161, -0.000298, -0.000407
0.247943, 0.002926, -0.000334, 0.000462
0.247647, 0.002910, 0.000035, 0.000633
0.247696, 0.002536, -0.000857, 0.000080
0.247872, 0.002756, -0.000067, 0.000358
0.247717, 0.002367, -0.000647, 0.000452
0.247697, 0.000569, -0.000566, 0.000892
0.247617, 0.002819, -0.000575, -0.000165
0.247711, 0.000757, -0.000081, 0.000799
0.247608, 0.002433, -0.001537, -0.000103
0.247857, 0.001190, 0.000582, 0.000715
0.247944, 0.000660, -0.000313, 0.000067
0.247836, 0.001139, -0.000109, 0.001354
0.247776, 0.002320, 0.000003, 0.000810
0.247885, 0.002104, 0.000878, -0.000709
0.248001, 0.000877, -0.000715, 0.000728
0.247931, 0.000931, 0.000879, 0.000964
0.247872, 0.000833, 0.001203, 0.000615
0.247702, 0.001557, 0.000283, 0.000241
0.247786, 0.001474, 0.001395, -0.000329
0.247793, 0.001562, 0.000029, 0.000174
0.247783, 0.002681, 0.000514, -0.000932
0.247876, 0.001699, 0.000404, -0.000569
0.247818, 0.001060, 0.000549, -0.000176
0.247592, 0.002115, -0.000931, 0.000447
0.247674, 0.002171, 0.000120, -0.000603
0.247857, 0.003503, -0.001058, 0.000357
0.247903, 0.001810, -0.000243, -0.000858
0.247920, 0.002306, -0.001177, -0.000109
0.247886, 0.003166, -0.000219, -0.001527
0.247779, 0.001992, -0.001516, -0.001113
0.247935, 0.002303, -0.000769, -0.000334
0.247813, 0.001686, -0.001513, -0.000382
0.247624, 0.002367, -0.001894, -0.000648
0.247628, 0.001636, -0.001871, 0.000331
0.247710, 0.002852, -0.002890, -0.000734
0.247604, 0.003389, -0.001638, -0.000144
0.247779, 0.002135, -0.000182, -0.000694
0.247799, 0.001924, 0.000789, -0.000284
0.247836, 0.003789, -0.000382, 0.000117
0.247944, 0.000930, -0.000990, 0.000287
0.247911, 0.002074, 0.000122, 0.001151
0.247759, 0.003015, -0.000937, 0.001711
0.247862, 0.002026, -0.000287, 0.000019
0.247846, 0.000428, -0.000879, 0.001217
0.247591, 0.002006, 0.001170, 0.001958
0.247781, 0.002290, -0.000515, 0.000839
0.247792, 0.000001, -0.000460, 0.000513
0.247761, 0.001032, -0.000369, 0.000666
0.247759, 0.000670, -0.001761, 0.001493
0.247946, -0.000035, 0.000046, -0.000267
0.247895, 0.001396, -0.000083, 0.000497
0.248006, 0.002108, -0.001019, -0.000207
0.247749, 0.000946, -0.000768, 0.000249
0.247967, 0.001537, -0.001684, 0.000510
0.247848, 0.001173, -0.000430, -0.000183
0.247858, 0.000306, 0.000738, -0.000166
0.247738, 0.002773, -0.000057, 0.000536
0.247677, 0.000702, 0.000806, 0.000066
0.247992, 0.000439, 0.000461, -0.001022
0.247868, 0.001112, 0.000680, -0.000820
0.247717, 0.000521, 0.000439, -0.000920
0.247973, 0.000290, -0.001086, -0.000025
0.247965, 0.002193, -0.001198, -0.000626
0.247854, 0.001202, -0.000196, -0.000556
0.247906, 0.001445, -0.000679, -0.000640
0.248037, 0.001798, 0.000546, -0.000294
0.247934, 0.001700, -0.000074, -0.001156
0.247747, 0.001990, 0.001242, -0.000167
0.247869, 0.002155, -0.000113, -0.000846
0.247842, 0.001218, -0.000106, -0.000019
0.247962, 0.002077, -0.001488, -0.000868
0.247976, 0.001498, -0.000612, -0.000690
0.247854, -0.000544, -0.001601, -0.000767
0.247867, 0.001793, -0.001035, -0.000170
0.247955, 0.000385, -0.000917, 0.001155
0.247795, 0.001260, -0.000506, 0.000680
0.247931, 0.002535, -0.001213, -0.000150
0.247917, 0.003092, -0.000103, 0.000083
0.247964, 0.002081, -0.001447, -0.000905
0.247742, 0.002680, -0.000740, -0.000046
0.247949, 0.001956, -0.001418, -0.000700
0.247905, 0.002357, -0.001381, 0.000490
0.247969, -0.000210, -0.001863, -0.000615
0.248057, 0.002023, -0.000163, -0.000999
0.248040, 0.001004, -0.001092, 0.000955
0.247915, 0.002236, -0.001863, -0.000297
0.247877, 0.002219, -0.000930, 0.000749
0.247909, 0.001198, -0.000494, 0.000370
0.248069, 0.002183, -0.000128, 0.000019
0.248104, 0.000618, -0.001529, -0.000661
0.248165, 0.001342, -0.001065, 0.000559
0.248320, 0.001259, -0.000500, -0.000072
0.248289, 0.002785, -0.001881, -0.000237
0.248212, -0.000773, -0.001516, 0.001053
0.248149, 0.001657, -0.000847, 0.000985
0.248082, 0.002735, -0.001053, -0.000221
0.248174, 0.002652, -0.000007, 0.001099
0.248107, 0.001276, 0.000168, -0.000191
0.248096, 0.001171, -0.000229, 0.001924
0.248118, -0.000069, 0.000507, 0.000004
0.248036, 0.003702, 0.000206, -0.000251
0.248198, 0.001953, 0.000393, -0.000454
0.247899, 0.000529, -0.000494, -0.000511
0.248081, 0.000607, -0.000173, -0.000715
0.248111, 0.002877, 0.000095, -0.000607
0.248012, 0.000892, 0.000075, -0.000159
0.248102, 0.000304, -0.000172, 0.000401
0.248262, 0.003485, -0.000626, 0.000276
0.248260, 0.001677, 0.000732, -0.000774
0.248022, 0.000446, -0.000531, -0.001576
0.248076, 0.001315, -0.000418, -0.000535
0.247959, 0.000447, -0.000339, -0.001035
0.248109, 0.002632, -0.000017, -0.000489
0.247911, 0.000454, -0.000445, 0.000304
0.248098, 0.002339, -0.000962, -0.000659
