0.248097, 0.003577, 0.000318, -0.001015
0.248095, 0.002984, -0.000689, -0.000062
0.248114, 0.001217, 0.000231, -0.000081
0.248179, 0.002078, -0.000680, 0.001245
0.248057, 0.001357, -0.000826, -0.000821
0.248059, 0.001926, 0.000247, -0.001180
0.248395, 0.002261, -0.000818, 0.000187
0.248427, 0.002464, -0.001269, 0.000394
0.247942, 0.001246, -0.002987, 0.000231
0.248109, 0.002517, -0.002332, -0.000364
0.248079, 0.002689, -0.001092, -0.000348
0.248066, 0.002217, -0.001217, -0.001228
0.248165, 0.002221, -0.001943, -0.000812
0.248061, 0.001649, -0.001431, -0.000320
0.247951, 0.000540, -0.001957, -0.000764
0.248119, 0.001890, -0.000855, -0.001364
0.248039, 0.001682, -0.001902, -0.000678
0.247997, 0.001061, -0.001520, 0.000643
0.248126, 0.001969, -0.000494, 0.001198
0.248022, 0.001133, -0.001395, 0.000340
0.248018, 0.001121, -0.000491, 0.000783
0.247992, 0.001813, -0.000570, 0.000884
0.248020, 0.000376, -0.000583, 0.001749
0.248108, 0.001434, -0.000073, 0.000331
0.247997, 0.002478, 0.000681, 0.001090
0.248008, 0.002417, 0.000076, 0.000441
0.247978, 0.002046, -0.000793, -0.000031
0.247773, 0.000078, -0.000626, 0.000751
0.248178, 0.000886, -0.000210, 0.000544
0.247984, 0.001397, -0.000379, 0.000892
0.248060, -0.000020, -0.000497, 0.000925
0.248048, 0.001656, -0.001092, 0.000469
0.248073, 0.000843, -0.001179, 0.000107
0.248133, 0.002142, -0.000254, 0.000022
0.248006, 0.001208, -0.000039, -0.000728
0.247934, 0.001281, -0.000494, 0.000212
0.248063, -0.000815, -0.000731, -0.000674
0.247890, 0.000912, -0.000868, 0.000284
0.248111, 0.000300, -0.002041, 0.000585
0.248089, 0.002585, -0.000486, -0.000673
0.247884, 0.000227, -0.000690, 0.000221
0.248073, -0.000077, -0.001886, -0.000177
0.247938, -0.000323, 0.000220, 0.000436
0.247936, 0.000979, -0.000318, -0.000770
0.247929, 0.000053, -0.000435, -0.000115
0.247980, 0.000111, 0.000247, -0.000174
0.248092, 0.000924, -0.000184, -0.000343
0.248092, 0.000152, -0.000251, 0.000223
0.247897, 0.002209, 0.001012, 0.000953
0.247860, 0.001693, -0.000621, 0.000346
0.248007, 0.000375, 0.000266, 0.000703
0.247956, -0.000133, -0.000932, -0.001108
0.247979, -0.001236, 0.000038, -0.001262
0.247970, 0.001451, 0.000233, -0.000387
0.248011, 0.000136, 0.000187, -0.000503
0.248013, 0.000973, -0.001257, -0.000810
0.247861, -0.000179, 0.000347, 0.001163
0.247959, -0.000031, -0.000253, -0.000602
0.247812, -0.001510, -0.000522, -0.000045
0.247918, 0.000201, -0.001851, 0.000609
0.247899, 0.000994, -0.002014, -0.000248
0.247814, 0.000508, -0.000832, 0.001082
0.248041, -0.001021, -0.000924, 0.000206
0.247917, -0.000078, -0.000865, 0.001258
0.248177, -0.000054, -0.000669, -0.000587
0.248004, 0.000624, -0.001054, 0.000409
0.247913, 0.001130, 0.000807, -0.000355
0.248049, 0.000259, -0.001004, 0.000369
0.247943, -0.000783, -0.000036, 0.000677
0.247933, -0.000786, -0.000319, 0.000284
0.248042, 0.000879, -0.001215, -0.000893
0.248054, 0.000442, -0.000643, -0.000378
0.247879, -0.001043, 0.000856, 0.000563
0.247960, -0.000815, -0.000462, -0.000248
0.247919, -0.001806, 0.000814, 0.000157
0.248018, 0.000012, 0.000144, -0.001142
0.247937, -0.000436, -0.000376, -0.000801
0.248148, 0.001707, -0.000102, -0.000285
0.247928, 0.000176, -0.000308, -0.000244
0.248052, 0.000612, -0.001969, 0.000516
0.248012, 0.001005, -0.000624, -0.000081
