-0.000163, -0.001489
-0.000013, -0.000011
-0.000857, 0.003530
-0.000045, -0.000002
-0.000251, 0.002474
-0.000024, 0.000001
-0.000442, -0.004888
-0.000016, 0.000015
0.000964, 0.002541
-0.000025, 0.000015
-0.001367, -0.002396
-0.000012, -0.000010
-0.000354, 0.003371
-0.000036, -0.000010
0.002146, -0.001520
-0.000038, 0.000016
-0.003049, 0.006262
-0.000014, 0.000014
-0.007080, 0.002186
-0.000051, -0.000024
-0.000320, -0.001522
-0.000010, 0.000000
-0.001289, 0.001857
-0.000034, 0.000015
-0.001954, 0.005451
-0.000038, -0.000010
0.000463, -0.001643
-0.000043, -0.000027
-0.001391, 0.000164
-0.000005, 0.000003
0.000445, -0.000520
-0.000017, -0.000016
0.002866, -0.001716
-0.000045, -0.000033
0.002056, 0.003981
-0.000006, 0.000013
0.000026, -0.002071
-0.000041, -0.000020
-0.000273, 0.006277
-0.000020, 0.000023
-0.001654, -0.002031
-0.000021, -0.000010
0.000652, 0.003591
-0.000016, 0.000034
-0.000420, -0.001359
0.000003, -0.000006
0.000836, -0.000731
0.000006, -0.000033
0.000543, 0.003656
-0.000020, -0.000024
0.001720, -0.000022
-0.000041, -0.000007
-0.000855, -0.004366
0.000004, 0.000004
-0.001946, -0.000445
-0.000025, 0.000010
-0.003331, 0.003782
0.000026, 0.000011
-0.001956, 0.001131
-0.000052, -0.000033
-0.000549, 0.004001
-0.000010, -0.000026
-0.000610, 0.005629
0.000006, 0.000012
-0.002465, 0.001095
-0.000016, 0.000018
-0.003849, -0.000177
-0.000004, -0.000005
-0.007167, 0.000556
0.000001, 0.000033
-0.000900, -0.002023
-0.000004, 0.000033
-0.003163, -0.000122
0.000002, -0.000001
-0.004213, 0.003509
-0.000018, 0.000010
0.002333, 0.001181
0.000001, 0.000008
0.000255, -0.000349
-0.000008, 0.000037
0.001061, 0.007337
0.000002, -0.000019
0.002047, -0.001984
0.000011, 0.000013
-0.000038, 0.000991
0.000000, 0.000037
-0.001025, 0.001124
-0.000004, 0.000034
-0.001167, 0.002163
-0.000006, -0.000017
0.001217, -0.000545
-0.000012, 0.000034
-0.001179, -0.001645
0.000002, 0.000013
0.001119, 0.000843
-0.000034, 0.000033
-0.000279, -0.000661
0.000011, 0.000002
-0.002394, -0.003528
-0.000036, 0.000026
-0.000407, 0.002419
-0.000047, -0.000036
-0.000414, -0.002622
0.000002, 0.000017
-0.001473, -0.000418
0.000020, 0.000008
-0.000359, -0.001035
-0.000041, -0.000005
-0.001066, 0.001639
-0.000003, 0.000011
-0.003280, -0.001637
-0.000014, -0.000028
-0.001174, 0.001062
-0.000020, -0.000024
0.000177, -0.000942
-0.000003, -0.000006
-0.001429, -0.001539
-0.000006, 0.000006
0.000767, 0.001540
-0.000014, 0.000038
-0.000283, -0.000183
0.000003, 0.000002
-0.000827, 0.003973
-0.000026, -0.000018
-0.000138, 0.003588
-0.000018, -0.000012
0.000747, -0.003486
-0.000031, -0.000020
-0.000910, 0.001419
-0.000009, -0.000004
-0.003192, -0.000541
-0.000018, 0.000060
0.002126, 0.001069
-0.000042, -0.000039
-0.002299, 0.003867
-0.000001, 0.000011
0.001593, -0.004560
0.000014, 0.000009
0.000127, -0.004330
0.000049, 0.000051
0.000011, -0.008798
0.000044, 0.000008
0.000019, -0.000769
0.000000, -0.000016
0.000954, -0.003214
0.000011, -0.000000
-0.000807, -0.000330
0.000001, 0.000012
0.001110, -0.001199
-0.000012, 0.000003
-0.001367, 0.004336
-0.000002, -0.000008
0.000082, -0.001051
-0.000004, -0.000002
-0.000498, 0.006158
-0.000042, -0.000013
0.000713, -0.000448
-0.000007, 0.000037
-0.001133, 0.000048
-0.000012, 0.000003
-0.001817, -0.003825
0.000001, 0.000051
0.000270, -0.000249
0.000005, 0.000009
-0.001043, 0.000389
-0.000014, 0.000003
-0.001116, -0.000999
-0.000028, 0.000027
-0.002139, 0.004845
-0.000006, -0.000019
0.000963, 0.000610
-0.000027, 0.000032
-0.000449, 0.003488
-0.000047, -0.000010
0.000501, -0.003735
-0.000009, -0.000025
-0.000365, -0.004389
-0.000035, 0.000037
0.001747, -0.003200
-0.000019, -0.000007
-0.005738, -0.000330
-0.000038, 0.000078
-0.004917, -0.002309
-0.000011, -0.000006
-0.001145, 0.000075
-0.000019, -0.000016
0.000544, -0.005128
-0.000031, -0.000001
-0.000347, 0.001110
0.000003, -0.000013
-0.001184, 0.000984
0.000035, -0.000008
0.002093, -0.001079
0.000096, -0.000040
-0.003228, -0.001032
0.000011, 0.000025
